Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-05-07 02:55","22679","22232","22585",
"2025-05-07 03:00","22470","22148","22346",
"2025-05-07 03:05","22401","22106","22346",
"2025-05-07 03:10","22344","22073","22346",
"2025-05-07 03:15","22098","22050","22319",
"2025-05-07 03:20","22082","22034","22319",
"2025-05-07 03:25","21999","22020","22319",
"2025-05-07 03:30","22264","22010","22030",
"2025-05-07 03:35","22314","21995","22030",
"2025-05-07 03:40","22442","21967","22030",
"2025-05-07 03:45","21990","21927","22032",
"2025-05-07 03:50","22239","21909","22032",
"2025-05-07 03:55","22428","21949","22032",
"2025-05-07 04:00","22205","22025","22215",
"2025-05-07 04:05","22126","22126","22215",
"2025-05-07 04:10","22011","22171","22215",
"2025-05-07 04:15","22100","22163","22316",
"2025-05-07 04:20","22121","22133","22316",
"2025-05-07 04:25","21915","22114","22316",
"2025-05-07 04:30","21974","22106","22320",
"2025-05-07 04:35","22001","22116","22320",
"2025-05-07 04:40","22221","22150","22320",
"2025-05-07 04:45","22187","22210","22218",
"2025-05-07 04:50","22293","22246","22218",
"2025-05-07 04:55","22358","22209","22218",
"2025-05-07 05:00","22175","22096","22342",
"2025-05-07 05:05","22500","22002","22342",
"2025-05-07 05:10","22409","22008","22342",
"2025-05-07 05:15","22562","22115","22632",
"2025-05-07 05:20","22732","22269","22632",
"2025-05-07 05:25","22572","22416","22632",
"2025-05-07 05:30","22437","22557","22828",
"2025-05-07 05:35","22736","22709","22828",
"2025-05-07 05:40","22888","22892","22828",
"2025-05-07 05:45","23033","23104","23243",
"2025-05-07 05:50","23223","23317","23243",
"2025-05-07 05:55","23249","23499","23243",
"2025-05-07 06:00","23603","23665","24560",
"2025-05-07 06:05","24189","23822","24560",
"2025-05-07 06:10","24464","24016","24560",
"2025-05-07 06:15","24595","24248","25055",
"2025-05-07 06:20","25064","24498","25055",
"2025-05-07 06:25","25218","24751","25055",
"2025-05-07 06:30","25434","25004","25754",
"2025-05-07 06:35","25840","25248","25754",
"2025-05-07 06:40","26075","25473","25754",
"2025-05-07 06:45","26249","25677","26356",
"2025-05-07 06:50","26418","25913","26356",
"2025-05-07 06:55","26544","26229","26356",
"2025-05-07 07:00","26651","26701","27573",
"2025-05-07 07:05","27356","27091","27573",
"2025-05-07 07:10","27737","27388","27573",
"2025-05-07 07:15","27942","27591","28074",
"2025-05-07 07:20","28337","27756","28074",
"2025-05-07 07:25","28527","27940","28074",
"2025-05-07 07:30","28552","28142","28674",
"2025-05-07 07:35","29013","28331","28674",
"2025-05-07 07:40","29020","28477","28674",
"2025-05-07 07:45","29182","28579","29070",
"2025-05-07 07:50","29412","28702","29070",
"2025-05-07 07:55","29406","28910","29070",
"2025-05-07 08:00","29584","29340","30097",
"2025-05-07 08:05","29991","29621","30097",
"2025-05-07 08:10","30238","29794","30097",
"2025-05-07 08:15","30384","29859","30133",
"2025-05-07 08:20","30145","29878","30133",
"2025-05-07 08:25","29827","29910","30133",
"2025-05-07 08:30","29863","29956","30258",
"2025-05-07 08:35","29870","29990","30258",
"2025-05-07 08:40","29896","29989","30258",
"2025-05-07 08:45","29706","29952","30010",
"2025-05-07 08:50","29890","29926","30010",
"2025-05-07 08:55","29761","29956","30010",
"2025-05-07 09:00","29632","30139","29841",
"2025-05-07 09:05","29649","30220","29841",
"2025-05-07 09:10","29740","30233","29841",
"2025-05-07 09:15","29668","30178","29740",
"2025-05-07 09:20","29936","30092","29740",
"2025-05-07 09:25","29551","30016","29740",
"2025-05-07 09:30","29473","29948","29595",
"2025-05-07 09:35","","29893","29595",
"2025-05-07 09:40","","29855","29595",
"2025-05-07 09:45","","29836","30696",
"2025-05-07 09:50","","29779","30696",
"2025-05-07 09:55","","29633","30696",
"2025-05-07 10:00","","29443","29856",
"2025-05-07 10:05","","29208","29856",
"2025-05-07 10:10","","29067","29856",
"2025-05-07 10:15","","29020","29683",
"2025-05-07 10:20","","29007","29683",
"2025-05-07 10:25","","28966","29683",
"2025-05-07 10:30","","28897","29526",
"2025-05-07 10:35","","28819","29526",
"2025-05-07 10:40","","28752","29526",
"2025-05-07 10:45","","28694","29399",
"2025-05-07 10:50","","28636","29399",
"2025-05-07 10:55","","28564","29399",
"2025-05-07 11:00","","28499","29881",
"2025-05-07 11:05","","28415","29881",
"2025-05-07 11:10","","28348","29881",
"2025-05-07 11:15","","28296","29752",
"2025-05-07 11:20","","28252","29752",
"2025-05-07 11:25","","28208","29752",
"2025-05-07 11:30","","28163","29671",
"2025-05-07 11:35","","28122","29671",
"2025-05-07 11:40","","28088","29671",
"2025-05-07 11:45","","28060","29595",
"2025-05-07 11:50","","28033","29595",
"2025-05-07 11:55","","27999","29595",
"2025-05-07 12:00","","27929","29235",
"2025-05-07 12:05","","27891","29235",
"2025-05-07 12:10","","27865","29235",
"2025-05-07 12:15","","27851","29207",
"2025-05-07 12:20","","27844","29207",
"2025-05-07 12:25","","27837","29207",
"2025-05-07 12:30","","27830","29188",
"2025-05-07 12:35","","27823","29188",
"2025-05-07 12:40","","27814","29188",
"2025-05-07 12:45","","27803","29200",
"2025-05-07 12:50","","27797","29200",
"2025-05-07 12:55","","27802","29200",
"2025-05-07 13:00","","27800","29070",
"2025-05-07 13:05","","27815","29070",
"2025-05-07 13:10","","27814","29070",
"2025-05-07 13:15","","27799","29077",
"2025-05-07 13:20","","27776","29077",
"2025-05-07 13:25","","27754","29077",
"2025-05-07 13:30","","27732","29044",
"2025-05-07 13:35","","27706","29044",
"2025-05-07 13:40","","27673","29044",
"2025-05-07 13:45","","27632","28971",
"2025-05-07 13:50","","27591","28971",
"2025-05-07 13:55","","27560","28971",
"2025-05-07 14:00","","27547","28713",
"2025-05-07 14:05","","27520","28713",
"2025-05-07 14:10","","27479","28713",
"2025-05-07 14:15","","27424","28696",
"2025-05-07 14:20","","27362","28696",
"2025-05-07 14:25","","27298","28696",
"2025-05-07 14:30","","27235","28568",
"2025-05-07 14:35","","27171","28568",
"2025-05-07 14:40","","27110","28568",
"2025-05-07 14:45","","27049","28387",
"2025-05-07 14:50","","26983","28387",
"2025-05-07 14:55","","26906","28387",
"2025-05-07 15:00","","26826","28232",
"2025-05-07 15:05","","26740","28232",
"2025-05-07 15:10","","26668","28232",
"2025-05-07 15:15","","26611","28067",
"2025-05-07 15:20","","26562","28067",
"2025-05-07 15:25","","26511","28067",
"2025-05-07 15:30","","26459","27938",
"2025-05-07 15:35","","26412","27938",
"2025-05-07 15:40","","26378","27938",
"2025-05-07 15:45","","26357","27791",
"2025-05-07 15:50","","26331","27791",
"2025-05-07 15:55","","26284","27791",
"2025-05-07 16:00","","26188","27653",
"2025-05-07 16:05","","26126","27653",
"2025-05-07 16:10","","26098","27653",
"2025-05-07 16:15","","26102","27492",
"2025-05-07 16:20","","26121","27492",
"2025-05-07 16:25","","26140","27492",
"2025-05-07 16:30","","26157","27459",
"2025-05-07 16:35","","26180","27459",
"2025-05-07 16:40","","26215","27459",
"2025-05-07 16:45","","26263","27487",
"2025-05-07 16:50","","26311","27487",
"2025-05-07 16:55","","26348","27487",
"2025-05-07 17:00","","26334","27698",
"2025-05-07 17:05","","26364","27698",
"2025-05-07 17:10","","26414","27698",
"2025-05-07 17:15","","26485","27654",
"2025-05-07 17:20","","26564","27654",
"2025-05-07 17:25","","26643","27654",
"2025-05-07 17:30","","26720","27719",
"2025-05-07 17:35","","26799","27719",
"2025-05-07 17:40","","26882","27719",
"2025-05-07 17:45","","26970","27822",
"2025-05-07 17:50","","27059","27822",
"2025-05-07 17:55","","27147","27822",
"2025-05-07 18:00","","27236","28011",
"2025-05-07 18:05","","27324","28011",
"2025-05-07 18:10","","27416","28011",
"2025-05-07 18:15","","27513","28137",
"2025-05-07 18:20","","27612","28137",
"2025-05-07 18:25","","27710","28137",
"2025-05-07 18:30","","27806","28211",
"2025-05-07 18:35","","27903","28211",
"2025-05-07 18:40","","28004","28211",
"2025-05-07 18:45","","28110","28167",
"2025-05-07 18:50","","28214","28167",
"2025-05-07 18:55","","28310","28167",
"2025-05-07 19:00","","28432","29190",
"2025-05-07 19:05","","28521","29190",
"2025-05-07 19:10","","28623","29190",
"2025-05-07 19:15","","28736","29086",
"2025-05-07 19:20","","28854","29086",
"2025-05-07 19:25","","28972","29086",
"2025-05-07 19:30","","29090","29266",
"2025-05-07 19:35","","29210","29266",
"2025-05-07 19:40","","29339","29266",
"2025-05-07 19:45","","29474","29335",
"2025-05-07 19:50","","29610","29335",
"2025-05-07 19:55","","29739","29335",
"2025-05-07 20:00","","29914","30470",
"2025-05-07 20:05","","30040","30470",
"2025-05-07 20:10","","30180","30470",
"2025-05-07 20:15","","30334","30379",
"2025-05-07 20:20","","30501","30379",
"2025-05-07 20:25","","30680","30379",
"2025-05-07 20:30","","30873","30635",
"2025-05-07 20:35","","31051","30635",
"2025-05-07 20:40","","31187","30635",
"2025-05-07 20:45","","31283","30645",
"2025-05-07 20:50","","31417","30645",
"2025-05-07 20:55","","31670","30645",
"2025-05-07 21:00","","32101","31290",
"2025-05-07 21:05","","32449","31290",
"2025-05-07 21:10","","32631","31290",
"2025-05-07 21:15","","32647","31587",
"2025-05-07 21:20","","32578","31587",
"2025-05-07 21:25","","32506","31587",
"2025-05-07 21:30","","32431","31453",
"2025-05-07 21:35","","32329","31453",
"2025-05-07 21:40","","32177","31453",
"2025-05-07 21:45","","31975","30875",
"2025-05-07 21:50","","31756","30875",
"2025-05-07 21:55","","31550","30875",
"2025-05-07 22:00","","31417","29638",
"2025-05-07 22:05","","31211","29638",
"2025-05-07 22:10","","30964","29638",
"2025-05-07 22:15","","30675","29548",
"2025-05-07 22:20","","30369","29548",
"2025-05-07 22:25","","30070","29548",
"2025-05-07 22:30","","29780","28976",
"2025-05-07 22:35","","29500","28976",
"2025-05-07 22:40","","29233","28976",
"2025-05-07 22:45","","28981","28751",
"2025-05-07 22:50","","28719","28751",
"2025-05-07 22:55","","28423","28751",
"2025-05-07 23:00","","28023","27228",
"2025-05-07 23:05","","27704","27228",
"2025-05-07 23:10","","27439","27228",
"2025-05-07 23:15","","27230","26871",
"2025-05-07 23:20","","27051","26871",
"2025-05-07 23:25","","26875","26871",
"2025-05-07 23:30","","26703","26444",
"2025-05-07 23:35","","26539","26444",
"2025-05-07 23:40","","26387","26444",
"2025-05-07 23:45","","26248","26447",
"2025-05-07 23:50","","26119","26447",
"2025-05-07 23:55","","25997","26447",
