Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-04-29 00:40","21048","24912","25003",
"2025-04-29 00:45","21011","24812","25003",
"2025-04-29 00:50","21122","24711","25003",
"2025-04-29 00:55","20825","24607","25003",
"2025-04-29 01:00","20942","24381","23179",
"2025-04-29 01:05","21034","24275","23179",
"2025-04-29 01:10","21083","24173","23179",
"2025-04-29 01:15","21034","24075","23179",
"2025-04-29 01:20","21406","23979","23179",
"2025-04-29 01:25","21440","23881","23179",
"2025-04-29 01:30","21386","23784","19733",
"2025-04-29 01:35","21408","23689","19733",
"2025-04-29 01:40","21512","23603","19733",
"2025-04-29 01:45","21570","23524","23152",
"2025-04-29 01:50","21533","23441","23152",
"2025-04-29 01:55","21549","23343","23152",
"2025-04-29 02:00","21577","23149","21687",
"2025-04-29 02:05","21709","23040","21687",
"2025-04-29 02:10","21501","22954","21687",
"2025-04-29 02:15","20968","22891","21687",
"2025-04-29 02:20","20883","22840","21687",
"2025-04-29 02:25","20674","22788","21687",
"2025-04-29 02:30","21466","22736","22600",
"2025-04-29 02:35","21284","22688","22600",
"2025-04-29 02:40","21110","22649","22600",
"2025-04-29 02:45","20974","22619","21571",
"2025-04-29 02:50","21138","22589","21571",
"2025-04-29 02:55","21222","22552","21571",
"2025-04-29 03:00","21261","22469","20839",
"2025-04-29 03:05","21118","22427","20839",
"2025-04-29 03:10","21086","22399","20839",
"2025-04-29 03:15","21085","22386","20839",
"2025-04-29 03:20","21080","22378","20839",
"2025-04-29 03:25","21298","22369","20839",
"2025-04-29 03:30","21308","22358","20714",
"2025-04-29 03:35","21544","22349","20714",
"2025-04-29 03:40","21531","22345","20714",
"2025-04-29 03:45","21568","22346","20193",
"2025-04-29 03:50","21628","22346","20193",
"2025-04-29 03:55","21564","22338","20193",
"2025-04-29 04:00","21449","22313","19687",
"2025-04-29 04:05","21477","22298","19687",
"2025-04-29 04:10","21566","22296","19687",
"2025-04-29 04:15","21508","22305","19771",
"2025-04-29 04:20","21295","22317","19771",
"2025-04-29 04:25","21456","22324","19771",
"2025-04-29 04:30","21579","22325","19733",
"2025-04-29 04:35","21670","22334","19733",
"2025-04-29 04:40","21780","22366","19733",
"2025-04-29 04:45","21634","22421","19771",
"2025-04-29 04:50","21770","22460","19771",
"2025-04-29 04:55","21853","22449","19771",
"2025-04-29 05:00","21775","22386","20015",
"2025-04-29 05:05","21969","22335","20015",
"2025-04-29 05:10","22011","22359","20015",
"2025-04-29 05:15","22173","22458","20023",
"2025-04-29 05:20","22124","22594","20023",
"2025-04-29 05:25","22071","22731","20023",
"2025-04-29 05:30","22197","22869","20068",
"2025-04-29 05:35","22533","23019","20068",
"2025-04-29 05:40","22598","23192","20068",
"2025-04-29 05:45","22429","23387","20056",
"2025-04-29 05:50","22805","23591","20056",
"2025-04-29 05:55","23012","23792","20056",
"2025-04-29 06:00","23233","24000","21267",
"2025-04-29 06:05","23809","24204","21267",
"2025-04-29 06:10","24169","24429","21267",
"2025-04-29 06:15","24472","24675","21299",
"2025-04-29 06:20","24753","24933","21299",
"2025-04-29 06:25","24907","25196","21299",
"2025-04-29 06:30","25151","25463","22094",
"2025-04-29 06:35","25409","25724","22094",
"2025-04-29 06:40","25570","25970","22094",
"2025-04-29 06:45","25834","26199","22102",
"2025-04-29 06:50","26034","26447","22102",
"2025-04-29 06:55","26334","26750","22102",
"2025-04-29 07:00","26742","27181","24986",
"2025-04-29 07:05","27333","27531","24986",
"2025-04-29 07:10","27682","27810","24986",
"2025-04-29 07:15","28029","28018","24175",
"2025-04-29 07:20","28233","28193","24175",
"2025-04-29 07:25","28518","28372","24175",
"2025-04-29 07:30","28543","28556","24984",
"2025-04-29 07:35","28762","28725","24984",
"2025-04-29 07:40","29075","28859","24984",
"2025-04-29 07:45","29150","28960","24984",
"2025-04-29 07:50","29325","29065","24984",
"2025-04-29 07:55","29469","29214","24984",
"2025-04-29 08:00","29565","29552","27762",
"2025-04-29 08:05","29826","29730","27762",
"2025-04-29 08:10","30201","29838","27762",
"2025-04-29 08:15","30288","29876","27631",
"2025-04-29 08:20","30255","29879","27631",
"2025-04-29 08:25","30324","29884","27631",
"2025-04-29 08:30","30270","29891","27632",
"2025-04-29 08:35","30563","29891","27632",
"2025-04-29 08:40","30445","29876","27632",
"2025-04-29 08:45","30490","29847","27633",
"2025-04-29 08:50","30422","29809","27633",
"2025-04-29 08:55","30365","29771","27633",
"2025-04-29 09:00","30119","29833","28961",
"2025-04-29 09:05","29919","29791","28961",
"2025-04-29 09:10","29977","29742","28961",
"2025-04-29 09:15","29591","29687","28695",
"2025-04-29 09:20","29506","29630","28695",
"2025-04-29 09:25","29612","29577","28695",
"2025-04-29 09:30","29535","29528","28863",
"2025-04-29 09:35","29522","29480","28863",
"2025-04-29 09:40","29380","29431","28863",
"2025-04-29 09:45","29184","29381","28923",
"2025-04-29 09:50","28772","29333","28923",
"2025-04-29 09:55","28931","29290","28923",
"2025-04-29 10:00","28828","29290","30109",
"2025-04-29 10:05","28517","29252","30109",
"2025-04-29 10:10","28649","29208","30109",
"2025-04-29 10:15","28655","29158","30896",
"2025-04-29 10:20","28282","29105","30896",
"2025-04-29 10:25","28226","29050","30896",
"2025-04-29 10:30","28055","28993","30756",
"2025-04-29 10:35","27829","28936","30756",
"2025-04-29 10:40","27709","28882","30756",
"2025-04-29 10:45","27806","28829","30482",
"2025-04-29 10:50","27486","28773","30482",
"2025-04-29 10:55","27575","28706","30482",
"2025-04-29 11:00","27346","28648","28745",
"2025-04-29 11:05","27032","28572","28745",
"2025-04-29 11:10","27219","28510","28745",
"2025-04-29 11:15","27122","28462","28530",
"2025-04-29 11:20","26952","28422","28530",
"2025-04-29 11:25","26901","28382","28530",
"2025-04-29 11:30","26758","28344","28655",
"2025-04-29 11:35","26782","28308","28655",
"2025-04-29 11:40","26668","28278","28655",
"2025-04-29 11:45","26680","28254","28668",
"2025-04-29 11:50","26452","28231","28668",
"2025-04-29 11:55","26283","28204","28668",
"2025-04-29 12:00","26267","28147","28218",
"2025-04-29 12:05","25964","28119","28218",
"2025-04-29 12:10","26076","28098","28218",
"2025-04-29 12:15","26007","28086","28626",
"2025-04-29 12:20","26002","28078","28626",
"2025-04-29 12:25","25983","28069","28626",
"2025-04-29 12:30","25843","28061","27621",
"2025-04-29 12:35","25948","28052","27621",
"2025-04-29 12:40","25776","28043","27621",
"2025-04-29 12:45","26000","28032","25842",
"2025-04-29 12:50","25905","28024","25842",
"2025-04-29 12:55","25958","28023","25842",
"2025-04-29 13:00","25774","28028","28183",
"2025-04-29 13:05","25911","28032","28183",
"2025-04-29 13:10","25427","28028","28183",
"2025-04-29 13:15","25601","28015","23639",
"2025-04-29 13:20","25590","28000","23639",
"2025-04-29 13:25","25604","27985","23639",
"2025-04-29 13:30","25689","27971","25084",
"2025-04-29 13:35","25593","27954","25084",
"2025-04-29 13:40","25332","27930","25084",
"2025-04-29 13:45","25437","27897","28073",
"2025-04-29 13:50","25516","27868","28073",
"2025-04-29 13:55","25490","27852","28073",
"2025-04-29 14:00","25491","27872","21578",
"2025-04-29 14:05","25287","27867","21578",
"2025-04-29 14:10","25437","27840","21578",
"2025-04-29 14:15","25174","27792","21546",
"2025-04-29 14:20","25461","27733","21546",
"2025-04-29 14:25","25066","27671","21546",
"2025-04-29 14:30","24660","27608","23624",
"2025-04-29 14:35","24974","27544","23624",
"2025-04-29 14:40","24895","27481","23624",
"2025-04-29 14:45","24367","27419","22260",
"2025-04-29 14:50","24795","27349","22260",
"2025-04-29 14:55","24605","27265","22260",
"2025-04-29 15:00","23974","27162","22955",
"2025-04-29 15:05","24292","27064","22955",
"2025-04-29 15:10","24329","26985","22955",
"2025-04-29 15:15","23956","26925","28403",
"2025-04-29 15:20","24047","26874","28403",
"2025-04-29 15:25","24046","26822","28403",
"2025-04-29 15:30","23940","26770","21558",
"2025-04-29 15:35","23938","26725","21558",
"2025-04-29 15:40","23995","26693","21558",
"2025-04-29 15:45","23308","26675","28347",
"2025-04-29 15:50","23866","26655","28347",
"2025-04-29 15:55","23925","26613","28347",
"2025-04-29 16:00","23809","26514","20464",
"2025-04-29 16:05","23877","26458","20464",
"2025-04-29 16:10","23863","26435","20464",
"2025-04-29 16:15","24035","26445","20464",
"2025-04-29 16:20","23966","26471","20464",
"2025-04-29 16:25","23992","26496","20464",
"2025-04-29 16:30","23818","26520","28356",
"2025-04-29 16:35","24015","26548","28356",
"2025-04-29 16:40","24016","26584","28356",
"2025-04-29 16:45","24044","26628","21817",
"2025-04-29 16:50","24024","26676","21817",
"2025-04-29 16:55","23992","26720","21817",
"2025-04-29 17:00","24139","26722","20841",
"2025-04-29 17:05","24507","26766","20841",
"2025-04-29 17:10","24460","26818","20841",
"2025-04-29 17:15","24618","26878","21548",
"2025-04-29 17:20","24638","26941","21548",
"2025-04-29 17:25","24696","27000","21548",
"2025-04-29 17:30","24924","27057","21533",
"2025-04-29 17:35","24855","27116","21533",
"2025-04-29 17:40","25052","27184","21533",
"2025-04-29 17:45","25198","27261","27597",
"2025-04-29 17:50","25396","27332","27597",
"2025-04-29 17:55","25430","27383","27597",
"2025-04-29 18:00","25368","27407","20306",
"2025-04-29 18:05","25613","27444","20306",
"2025-04-29 18:10","25845","27509","20306",
"2025-04-29 18:15","25796","27603","20965",
"2025-04-29 18:20","26272","27712","20965",
"2025-04-29 18:25","26186","27822","20965",
"2025-04-29 18:30","26024","27933","20306",
"2025-04-29 18:35","26378","28049","20306",
"2025-04-29 18:40","26742","28169","20306",
"2025-04-29 18:45","26617","28296","20306",
"2025-04-29 18:50","26945","28427","20306",
"2025-04-29 18:55","27147","28564","20306",
"2025-04-29 19:00","27243","28748","22352",
"2025-04-29 19:05","27564","28891","22352",
"2025-04-29 19:10","27726","29032","22352",
"2025-04-29 19:15","27706","29170","28816",
"2025-04-29 19:20","27971","29306","28816",
"2025-04-29 19:25","28098","29439","28816",
"2025-04-29 19:30","28221","29570","29807",
"2025-04-29 19:35","28422","29701","29807",
"2025-04-29 19:40","28782","29837","29807",
"2025-04-29 19:45","29013","29976","31218",
"2025-04-29 19:50","29049","30112","31218",
"2025-04-29 19:55","29163","30237","31218",
"2025-04-29 20:00","29540","30400","29346",
"2025-04-29 20:05","29987","30518","29346",
"2025-04-29 20:10","30121","30654","29346",
"2025-04-29 20:15","30200","30806","29346",
"2025-04-29 20:20","30257","30974","29346",
"2025-04-29 20:25","30468","31156","29346",
"2025-04-29 20:30","30684","31353","29346",
"2025-04-29 20:35","31021","31536","29346",
"2025-04-29 20:40","31142","31677","29346",
"2025-04-29 20:45","30044","31776","32574",
"2025-04-29 20:50","31092","31916","32574",
"2025-04-29 20:55","31311","32181","32574",
"2025-04-29 21:00","31633","32633","30378",
"2025-04-29 21:05","31964","32998","30378",
"2025-04-29 21:10","32090","33193","30378",
"2025-04-29 21:15","32109","33217","32276",
"2025-04-29 21:20","32243","33147","32276",
"2025-04-29 21:25","32314","33060","32276",
"2025-04-29 21:30","32424","32955","32292",
"2025-04-29 21:35","32015","32839","32292",
"2025-04-29 21:40","31766","32721","32292",
"2025-04-29 21:45","31580","32599","31474",
"2025-04-29 21:50","31414","32393","31474",
"2025-04-29 21:55","31272","32022","31474",
"2025-04-29 22:00","30879","31557","30303",
"2025-04-29 22:05","30454","31023","30303",
"2025-04-29 22:10","30086","30658","30303",
"2025-04-29 22:15","29954","30463","29873",
"2025-04-29 22:20","29732","30331","29873",
"2025-04-29 22:25","29391","30159","29873",
"2025-04-29 22:30","29072","29946","29872",
"2025-04-29 22:35","28912","29710","29872",
"2025-04-29 22:40","28674","29472","29872",
"2025-04-29 22:45","28174","29232","29845",
"2025-04-29 22:50","28002","29009","29845",
"2025-04-29 22:55","27486","28824","29845",
"2025-04-29 23:00","27379","28587","28630",
"2025-04-29 23:05","26885","28431","28630",
"2025-04-29 23:10","26762","28218","28630",
"2025-04-29 23:15","26667","27948","28630",
"2025-04-29 23:20","26508","27645","28630",
"2025-04-29 23:25","25995","27329","28630",
"2025-04-29 23:30","25706","27002","28628",
"2025-04-29 23:35","25540","26680","28628",
"2025-04-29 23:40","25489","26379","28628",
"2025-04-29 23:45","25203","26101","28627",
"2025-04-29 23:50","24721","25786","28627",
"2025-04-29 23:55","24813","25376","28627",
"2025-04-30 00:00","24359","24704","24823",
"2025-04-30 00:05","24574","24226","24823",
"2025-04-30 00:10","24779","23898","24823",
"2025-04-30 00:15","24405","23718","24693",
"2025-04-30 00:20","24494","23605","24693",
"2025-04-30 00:25","24175","23476","24693",
"2025-04-30 00:30","23910","23331","24009",
"2025-04-30 00:35","23828","23199","24009",
"2025-04-30 00:40","23773","23109","24009",
"2025-04-30 00:45","23505","23059","23550",
"2025-04-30 00:50","23394","23005","23550",
"2025-04-30 00:55","23480","22901","23550",
"2025-04-30 01:00","23106","22631","22937",
"2025-04-30 01:05","23269","22482","22937",
"2025-04-30 01:10","23056","22395","22937",
"2025-04-30 01:15","22915","22371","22545",
"2025-04-30 01:20","22825","22369","22545",
"2025-04-30 01:25","22731","22349","22545",
"2025-04-30 01:30","22489","22310","22326",
"2025-04-30 01:35","22556","22254","22326",
"2025-04-30 01:40","22584","22184","22326",
"2025-04-30 01:45","22469","22099","22052",
"2025-04-30 01:50","22072","22038","22052",
"2025-04-30 01:55","21941","22037","22052",
"2025-04-30 02:00","22060","22024","21740",
"2025-04-30 02:05","22113","22091","21740",
"2025-04-30 02:10","21951","22109","21740",
"2025-04-30 02:15","21686","22079","21609",
"2025-04-30 02:20","21628","22031","21609",
"2025-04-30 02:25","21794","21999","21609",
"2025-04-30 02:30","21781","21982","21525",
"2025-04-30 02:35","21640","21986","21525",
"2025-04-30 02:40","21604","22016","21525",
"2025-04-30 02:45","21734","22074","21482",
"2025-04-30 02:50","21652","22097","21482",
"2025-04-30 02:55","21441","22026","21482",
"2025-04-30 03:00","21524","21818","21455",
