Estructura de generación (MW)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos,Andorra exportación,Marruecos exportación,Portugal exportación,Francia exportación,Francia importación,Portugal importación,Marruecos importación,Andorra importación,Hidráulica
"2025-05-06 22:45","8082","3520","187","4964","-1071","262","554","536","361","105","184","0","1566","-4","-809","0","-399","0","48","0","0","7676",
"2025-05-06 22:50","8073","3509","186","4860","-994","261","552","536","361","105","184","0","1572","-4","-837","0","-295","0","106","0","0","7566",
"2025-05-06 22:55","8109","3487","186","4785","-1098","261","553","536","357","102","183","0","1566","-3","-839","0","-314","0","89","0","0","7390",
"2025-05-06 23:00","8150","3485","186","4679","-1687","261","498","536","355","105","184","0","1576","-3","-764","0","-1008","0","100","0","0","7587",
"2025-05-06 23:05","8650","3487","187","4609","-2211","261","492","535","354","105","182","0","1557","-1","-739","0","-1721","0","249","0","0","7635",
"2025-05-06 23:10","8712","3496","187","4596","-2362","261","490","535","360","82","178","0","1553","-1","-745","0","-1704","0","106","0","0","7565",
"2025-05-06 23:15","8735","3503","185","4592","-2034","261","483","535","360","76","174","0","1550","0","-824","0","-1446","0","191","0","0","7315",
"2025-05-06 23:20","8682","3501","188","4604","-1827","261","466","535","365","68","172","0","1548","0","-846","0","-1192","0","234","0","0","6998",
"2025-05-06 23:25","8671","3507","187","4639","-2033","261","466","535","353","62","171","0","1550","0","-842","0","-1318","0","153","0","0","7032",
"2025-05-06 23:30","8708","3512","188","4622","-2329","261","461","535","349","60","170","0","1548","0","-833","0","-1522","0","50","0","0","7056",
"2025-05-06 23:35","8722","3513","186","4605","-2483","261","451","535","336","61","168","0","1551","0","-789","0","-1869","0","159","0","0","7106",
"2025-05-06 23:40","8707","3516","187","4592","-2698","261","442","535","332","57","160","0","1554","0","-814","0","-1931","0","76","0","0","7032",
"2025-05-06 23:45","8602","3519","187","4592","-2318","261","442","535","334","57","153","0","1544","0","-804","0","-1615","0","104","0","1","6798",
"2025-05-06 23:50","8624","3523","185","4531","-1966","261","441","533","330","57","147","0","1550","-14","-818","0","-1164","0","11","0","0","6725",
"2025-05-06 23:55","8679","3528","187","4535","-2054","261","436","533","328","58","140","0","1549","-14","-870","0","-1238","0","84","0","0","6900",
"2025-05-07 00:00","8594","3529","186","4557","-2307","261","431","533","324","57","134","0","1537","-14","-809","0","-1553","0","122","0","0","6866",
"2025-05-07 00:05","8735","3529","186","4326","-2617","261","427","523","319","56","128","0","1506","-13","-810","0","-2112","0","383","0","0","7511",
"2025-05-07 00:10","8871","3536","186","4191","-2503","261","420","523","306","50","122","0","1490","-12","-806","0","-1962","0","287","0","0","7455",
"2025-05-07 00:15","8876","3538","186","4140","-2278","261","412","523","301","43","116","0","1491","-12","-804","0","-1892","0","423","0","0","7409",
"2025-05-07 00:20","8910","3539","186","4181","-2656","261","400","523","298","43","115","0","1495","-12","-793","-3","-1796","0","0","0","0","7536",
"2025-05-07 00:25","8871","3540","185","4233","-2475","261","393","523","297","43","113","0","1487","-12","-776","0","-1707","0","20","0","0","7371",
"2025-05-07 00:30","8819","3545","186","4193","-2235","261","382","523","290","43","112","0","1488","-12","-782","0","-1555","0","143","0","0","7187",
"2025-05-07 00:35","8750","3546","187","4194","-2005","261","372","522","274","43","112","0","1487","-11","-753","0","-1385","0","120","0","0","7024",
"2025-05-07 00:40","8748","3563","187","4226","-2287","261","373","522","267","42","112","0","1489","-11","-767","0","-1579","0","83","0","0","7037",
"2025-05-07 00:45","8599","3572","186","4172","-2021","261","374","522","251","42","112","0","1486","-11","-772","0","-1273","0","46","0","0","6787",
"2025-05-07 00:50","8538","3579","187","4144","-2003","261","372","521","242","42","112","0","1485","-11","-813","-6","-1217","0","0","0","0","6223",
"2025-05-07 00:55","8551","3579","186","4118","-1879","261","372","521","234","42","112","0","1486","-11","-810","0","-1104","0","44","0","0","6294",
"2025-05-07 01:00","8559","3583","187","4071","-2248","260","373","521","232","42","112","0","1479","-10","-804","0","-1480","0","40","0","0","6400",
"2025-05-07 01:05","8651","3597","187","4081","-2739","261","372","518","216","41","117","0","1468","-9","-831","0","-2054","0","166","0","0","6808",
"2025-05-07 01:10","8573","3605","186","4092","-2760","260","372","518","215","41","119","0","1452","-10","-816","0","-2076","0","196","0","0","6765",
"2025-05-07 01:15","8433","3613","186","4145","-2747","260","373","518","212","42","119","0","1441","-9","-816","0","-2077","0","149","0","0","6711",
"2025-05-07 01:20","8473","3618","186","4019","-2592","260","372","518","210","40","123","0","1422","-9","-809","0","-1942","0","154","0","0","6712",
"2025-05-07 01:25","8387","3622","187","4024","-2459","260","372","518","208","40","125","0","1417","-9","-719","0","-1897","0","130","0","0","6695",
"2025-05-07 01:30","8444","3642","187","3992","-2425","260","370","518","208","39","123","0","1422","-9","-757","0","-1822","0","169","0","0","6652",
"2025-05-07 01:35","8361","3647","186","3943","-2406","260","368","518","204","39","121","0","1417","-9","-726","0","-1770","0","76","0","0","6617",
"2025-05-07 01:40","8362","3656","188","3923","-2316","260","365","518","206","38","121","0","1425","-8","-783","0","-1697","0","165","0","0","6582",
"2025-05-07 01:45","8291","3654","186","3853","-2319","260","358","518","203","38","121","0","1422","-8","-836","0","-1659","0","235","0","0","6663",
"2025-05-07 01:50","8243","3672","186","3840","-2427","260","337","517","202","37","122","0","1421","-8","-831","0","-1666","0","73","0","0","6905",
"2025-05-07 01:55","8181","3676","186","3825","-2519","260","314","517","202","37","121","0","1419","-8","-783","0","-1741","0","57","0","0","6785",
"2025-05-07 02:00","8056","3683","186","3801","-2340","260","287","517","199","37","122","0","1420","-8","-677","0","-1767","0","123","0","0","6709",
"2025-05-07 02:05","8063","3686","186","3770","-2437","257","282","514","203","32","119","0","1422","-8","-661","0","-1921","0","205","0","0","6967",
"2025-05-07 02:10","8040","3697","186","3746","-2468","257","277","514","209","25","118","0","1423","-7","-634","0","-1936","0","159","0","0","6925",
"2025-05-07 02:15","8039","3712","186","3753","-2562","256","277","514","208","25","118","0","1421","-7","-745","0","-1967","0","217","0","0","6798",
"2025-05-07 02:20","8014","3717","186","3785","-2583","257","277","517","207","25","118","0","1418","-7","-664","0","-1982","0","84","0","0","6828",
"2025-05-07 02:25","7945","3722","186","3798","-2449","257","277","517","207","26","115","0","1418","-7","-782","0","-1777","0","118","0","0","6783",
"2025-05-07 02:30","7877","3730","186","3816","-2435","256","276","517","204","25","114","0","1420","-7","-782","0","-1733","0","95","0","0","6785",
"2025-05-07 02:35","7749","3735","186","3816","-2232","257","272","517","205","25","109","0","1425","-7","-739","0","-1706","0","177","0","0","6874",
"2025-05-07 02:40","7686","3745","186","3785","-2519","257","267","517","205","25","106","0","1421","-7","-749","0","-1815","0","110","0","0","6655",
"2025-05-07 02:45","7678","3747","186","3782","-2365","257","256","517","203","25","105","0","1421","-7","-767","0","-1658","0","121","0","0","6666",
"2025-05-07 02:50","7587","3754","186","3783","-2272","257","238","516","203","25","105","0","1419","-7","-688","0","-1696","0","109","0","0","6687",
"2025-05-07 02:55","7574","3759","186","3779","-2259","257","218","516","201","26","105","0","1417","-7","-709","0","-1732","0","173","0","0","6673",
"2025-05-07 03:00","7475","3764","186","3729","-2154","257","214","516","200","25","100","0","1415","-7","-768","0","-1555","0","158","0","0","6541",
"2025-05-07 03:05","7319","3770","186","3711","-1754","257","214","515","201","25","95","0","1416","-6","-747","0","-1154","0","103","0","0","6399",
"2025-05-07 03:10","7320","3784","186","3704","-1946","257","213","515","199","25","95","0","1411","-7","-757","0","-1236","0","138","0","0","6433",
"2025-05-07 03:15","7224","3788","186","3682","-2088","257","210","515","198","25","96","0","1418","-7","-712","0","-1434","0","100","0","0","6440",
"2025-05-07 03:20","7224","3792","186","3690","-2135","257","203","515","199","26","96","0","1422","-7","-769","0","-1419","0","107","0","0","6465",
"2025-05-07 03:25","7189","3797","186","3680","-2159","257","197","515","199","25","97","0","1421","-7","-813","0","-1455","0","135","0","0","6469",
"2025-05-07 03:30","7132","3801","186","3690","-1784","256","191","515","197","25","96","0","1419","-7","-803","0","-1160","0","147","0","0","6483",
"2025-05-07 03:35","7060","3825","186","3678","-1739","257","185","515","198","25","96","0","1418","-6","-740","0","-1114","0","140","0","0","6524",
"2025-05-07 03:40","6965","3828","186","3679","-1527","257","178","515","197","25","96","0","1415","-7","-797","0","-921","0","186","0","0","6533",
"2025-05-07 03:45","6856","3831","186","3682","-1780","257","160","515","197","25","96","0","1419","-7","-785","0","-1131","0","202","0","0","6459",
"2025-05-07 03:50","6768","3833","187","3669","-1393","257","135","515","196","24","96","0","1423","-7","-713","0","-824","0","114","0","0","6448",
"2025-05-07 03:55","6700","3852","188","3694","-1180","257","130","515","196","25","96","0","1418","-7","-656","0","-707","0","160","0","0","6453",
"2025-05-07 04:00","6643","3854","186","3678","-1432","257","128","515","195","25","92","0","1428","-7","-681","0","-859","0","161","0","0","6396",
"2025-05-07 04:05","6699","3860","186","3686","-1789","257","124","517","196","25","92","0","1468","-6","-729","0","-1067","0","38","0","0","6438",
"2025-05-07 04:10","6614","3866","187","3683","-1814","257","119","517","196","25","92","0","1466","-7","-824","0","-1139","0","132","0","0","6423",
"2025-05-07 04:15","6538","3876","187","3698","-1720","257","117","517","196","25","92","0","1466","-7","-806","0","-1011","0","102","0","0","6469",
"2025-05-07 04:20","6471","3880","186","3691","-1662","257","115","518","194","25","92","0","1464","-7","-786","0","-989","0","123","0","0","6488",
"2025-05-07 04:25","6393","3884","187","3701","-1804","257","115","518","194","25","92","0","1457","-7","-810","0","-1075","0","141","0","0","6481",
"2025-05-07 04:30","6302","3899","187","3712","-1636","257","113","518","193","25","92","0","1461","-7","-797","0","-1063","0","177","0","0","6454",
"2025-05-07 04:35","6227","3901","186","3714","-1597","257","111","518","194","25","92","0","1465","-7","-699","0","-1123","0","251","0","0","6456",
"2025-05-07 04:40","6157","3911","186","3721","-1329","257","110","518","194","24","92","0","1467","-7","-628","0","-956","0","261","0","0","6472",
"2025-05-07 04:45","6149","3915","186","3762","-1417","257","108","518","194","25","92","0","1468","-7","-689","0","-990","0","288","0","0","6411",
"2025-05-07 04:50","6081","3918","188","3727","-1164","257","107","516","193","25","92","0","1464","-7","-789","0","-659","0","320","0","0","6320",
"2025-05-07 04:55","6070","3921","186","3719","-1150","257","105","516","194","25","92","0","1468","-7","-798","0","-675","0","323","0","0","6381",
"2025-05-07 05:00","6038","3924","186","3721","-1363","257","104","516","194","25","92","0","1473","-7","-810","0","-860","0","269","0","0","6399",
"2025-05-07 05:05","5991","3925","186","3752","-1116","257","104","523","194","26","92","0","1486","-7","-806","0","-491","0","189","0","0","6445",
"2025-05-07 05:10","5954","3925","186","3741","-1143","257","104","523","195","26","92","0","1494","-7","-811","0","-379","0","92","0","0","6427",
"2025-05-07 05:15","5910","3924","187","3770","-1092","256","104","523","196","26","92","0","1504","-7","-802","0","-371","0","97","0","0","6487",
"2025-05-07 05:20","5886","3930","186","3779","-1115","257","104","526","196","26","92","0","1501","-7","-845","0","-436","0","175","0","0","6585",
"2025-05-07 05:25","5848","3934","187","3773","-1253","257","104","526","196","25","92","0","1500","-8","-667","0","-872","0","330","0","0","6634",
"2025-05-07 05:30","5813","3934","187","3782","-1409","257","102","517","197","26","92","0","1503","-7","-735","0","-930","0","335","0","0","6664",
"2025-05-07 05:35","5769","3941","187","3801","-1168","257","97","501","197","26","92","0","1502","-8","-813","0","-784","0","384","0","0","6734",
"2025-05-07 05:40","5681","3939","187","3812","-1188","257","89","501","196","27","92","0","1509","-8","-877","0","-535","0","270","0","0","6923",
"2025-05-07 05:45","5639","3945","187","3805","-995","257","74","501","198","28","92","0","1503","-8","-852","0","-418","0","261","0","0","6979",
"2025-05-07 05:50","5629","3957","187","3789","-783","257","55","496","199","27","92","0","1494","-9","-875","0","-396","0","460","0","0","6982",
"2025-05-07 05:55","5604","3960","187","3787","-815","257","52","496","198","28","92","0","1503","-9","-883","0","-353","0","396","0","0","7066",
"2025-05-07 06:00","5545","3965","187","3838","-612","257","35","496","200","30","92","0","1517","-9","-905","0","-29","0","226","0","0","7140",
"2025-05-07 06:05","5504","3966","187","3934","-897","257","34","496","201","32","92","0","1525","-10","-832","0","-139","0","81","0","0","7407",
"2025-05-07 06:10","5461","3969","187","3867","-888","257","14","496","203","32","92","0","1529","-9","-837","0","-193","0","138","0","0","7566",
"2025-05-07 06:15","5392","3974","187","3882","-1085","257","7","496","204","33","92","0","1533","-10","-858","0","-352","0","297","0","0","7666",
"2025-05-07 06:20","5316","3978","187","3906","-447","257","1","495","205","34","92","0","1519","-11","-754","0","-268","0","594","0","0","7681",
"2025-05-07 06:25","5238","3986","187","3905","-173","257","1","495","206","35","92","0","1531","-11","-762","0","-133","0","688","0","0","7604",
"2025-05-07 06:30","5190","3990","187","4032","-79","257","1","495","207","32","92","0","1526","-12","-797","0","-214","0","923","0","0","7592",
"2025-05-07 06:35","5147","3999","187","4120","61","257","1","495","207","35","92","0","1535","-13","-746","0","-202","0","1119","0","0","7638",
"2025-05-07 06:40","5101","4000","187","4239","134","257","1","495","210","36","92","0","1544","-12","-773","0","-161","0","1134","0","0","7641",
"2025-05-07 06:45","5040","4005","187","4431","-43","257","1","495","213","35","92","0","1551","-13","-783","0","-592","0","1305","0","0","7747",
"2025-05-07 06:50","5004","4011","187","4548","8","259","1","496","220","37","92","0","1559","-14","-716","0","-512","0","1267","0","0","7750",
"2025-05-07 06:55","4905","4013","187","4505","73","263","1","496","221","43","92","0","1551","-15","-710","0","-367","0","1238","0","0","7879",
"2025-05-07 07:00","4884","4019","187","4538","-87","273","1","496","223","50","93","0","1553","-16","-718","0","-771","0","1445","0","0","8054",
"2025-05-07 07:05","4823","4019","187","4647","215","302","1","494","222","60","92","0","1548","-17","-757","0","-779","0","1763","0","0","8259",
"2025-05-07 07:10","4781","4018","187","4690","428","352","1","494","227","59","93","0","1560","-19","-830","0","-364","0","1654","0","0","8311",
"2025-05-07 07:15","4760","4029","187","4744","456","411","1","494","228","55","99","0","1549","-19","-664","0","-597","0","1710","0","0","8382",
"2025-05-07 07:20","4770","4039","186","4828","431","505","1","495","230","55","104","0","1553","-19","-716","0","-709","0","1881","0","0","8517",
"2025-05-07 07:25","4762","4050","186","4831","565","641","1","495","233","59","109","0","1546","-20","-709","0","-555","0","1802","0","0","8487",
"2025-05-07 07:30","4745","4046","187","4939","428","825","1","495","234","56","113","0","1548","-21","-740","0","-747","0","1932","0","0","8415",
"2025-05-07 07:35","4708","4050","186","5091","495","1037","1","495","228","66","113","0","1554","-22","-696","0","-770","0","1986","0","0","8530",
"2025-05-07 07:40","4647","4056","186","5115","356","1305","1","495","228","68","112","0","1556","-23","-696","0","-819","0","1889","0","0","8514",
"2025-05-07 07:45","4637","4060","187","5068","242","1638","1","495","232","69","112","0","1549","-23","-702","0","-1072","0","2052","0","0","8451",
"2025-05-07 07:50","4584","4065","187","4949","270","2031","1","494","241","82","112","0","1546","-24","-750","0","-1076","0","2123","0","0","8445",
"2025-05-07 07:55","4480","4068","187","4924","57","2461","0","494","248","81","112","0","1554","-25","-771","0","-1187","0","2025","0","0","8434",
"2025-05-07 08:00","4459","4068","187","4808","19","2884","1","494","255","74","116","0","1556","-3","-741","0","-1359","0","2179","0","0","8343",
"2025-05-07 08:05","4400","4071","187","4614","176","3344","1","496","264","77","121","0","1529","-2","-816","0","-912","0","1939","0","0","8354",
"2025-05-07 08:10","4333","4075","187","4555","-135","3956","1","496","281","82","123","0","1525","-3","-609","0","-1482","0","1948","0","0","8384",
"2025-05-07 08:15","4257","4079","188","4531","-294","4521","1","496","279","85","122","0","1527","-4","-575","0","-1666","0","1840","0","0","8278",
"2025-05-07 08:20","4189","4084","187","4470","-893","5103","1","490","285","89","121","0","1529","-3","-665","0","-1976","0","1768","0","0","8206",
"2025-05-07 08:25","4036","4087","186","4455","-835","5497","1","490","288","93","121","0","1536","-4","-687","0","-1767","0","1618","0","0","7754",
"2025-05-07 08:30","3987","4088","186","4471","-1011","5998","1","490","292","92","121","0","1540","-3","-739","0","-1567","0","1337","0","0","7561",
"2025-05-07 08:35","3968","4089","186","4447","-1349","6606","0","489","294","92","122","0","1555","-3","-687","0","-1846","0","1088","0","0","7450",
"2025-05-07 08:40","3854","4089","186","4457","-1547","7062","0","489","299","88","122","0","1551","-4","-758","0","-1914","0","1105","0","0","7345",
"2025-05-07 08:45","3770","4088","186","4445","-1775","7773","0","489","297","87","121","0","1551","-4","-742","0","-1710","0","863","0","0","6918",
"2025-05-07 08:50","3701","4089","187","4430","-1735","8315","0","489","298","97","121","0","1549","-3","-734","0","-1667","0","603","0","0","6668",
"2025-05-07 08:55","3595","4089","187","4434","-1901","8671","0","489","302","101","121","0","1550","-4","-636","0","-1889","0","591","0","0","6468",
"2025-05-07 09:00","3510","4090","187","4432","-2002","8851","0","489","299","104","121","0","1545","-2","-693","0","-1843","0","659","0","0","6342",
"2025-05-07 09:05","3068","4082","194","3958","-1313","9534","0","481","302","107","120","0","1533","0","-803","0","-1775","0","1221","0","0","6255",
"2025-05-07 09:10","3029","4085","203","3720","-1716","10580","0","481","300","112","114","0","1524","-1","-772","0","-1999","0","1071","0","0","6058",
"2025-05-07 09:15","3000","4089","212","3587","-1776","10895","5","481","306","115","110","0","1536","-1","-732","0","-2060","0","969","0","0","5907",
"2025-05-07 09:20","2983","4084","216","3505","-2082","11528","7","482","306","114","105","0","1517","-1","-838","0","-1833","0","597","0","0","5861",
"2025-05-07 09:25","2888","4088","222","3481","-2355","11595","8","482","304","118","100","0","1534","-1","-806","0","-1941","0","455","0","0","5786",
"2025-05-07 09:30","2881","4090","227","3451","-2522","11868","18","482","302","115","96","0","1529","0","-901","0","-1975","0","368","0","0","5613",
